"GSM279601_MIX_A.CEL" "GSM279602_MIX_A.CEL" "GSM279603_MIX_A.CEL" "GSM279604_MIX_B.CEL" "GSM279605_MIX_B.CEL" "GSM279606_MIX_B.CEL" "GSM279607_MIX_C.CEL" "GSM279608_MIX_C.CEL" "GSM279609_MIX_C.CEL" "GSM279610_MIX_D.CEL" "GSM279611_MIX_D.CEL" "GSM279612_MIX_D.CEL"
"MEF2A" 6.32949655548177 6.57114033483455 6.29541243913755 6.69390204321402 6.54239106990596 6.6085967866333 6.03096451253356 6.04366010596476 6.2290821053013 6.13282635344439 6.51896885335526 6.31285166917095
"TRPA1" 4.97861858411191 4.86882171519413 4.89828150752638 4.90827214039049 4.92682866010002 4.9300602361171 4.95819492293261 4.78290976429866 5.1467487554681 4.73071745671951 4.75989738722958 5.1792076214176
"UGT8" 6.52637540136958 6.72487565738559 6.51441754374755 7.07236775565852 6.96077304131181 7.13792952783642 6.92550227128852 7.03210232988187 6.8370641492883 7.16491691577284 7.16824780418947 7.11527226320483
"PCDH11X" 4.80683858958553 4.79113645628459 4.61572232464778 4.84293063758108 4.87508288175705 4.88361820443584 4.701920171035 4.99000305537558 4.84662440454593 4.76182866566152 5.01147423299637 4.95248146232606
"RCAN1" 8.51524584722537 8.43472169972931 8.29572731172086 8.05179374088973 7.67421180726355 7.84190740127078 8.27634666052747 8.36940556004876 8.16880370347689 7.89897767018608 8.13886104181074 7.85904890887291
"P2RY6" 7.98681563309488 7.9612532009659 7.97965005589237 7.4879181984932 7.55512674883935 7.55718653250238 7.88720374033831 7.8963401113208 7.74638973446057 7.78178973351625 8.03470583176515 7.82405303001595
"CAPZA1" 11.8951496830834 11.9224912425323 11.7023302868366 11.8957374405981 11.5204393609208 11.7973521171087 11.7834606824623 11.86822079456 11.6647952906044 11.7603221187796 12.1279574535712 11.745906006652
"MMP24" 5.57171798034511 5.50968384705641 5.7220725032088 5.66891293703266 5.9666940323391 5.64956362766187 5.75592583406709 5.64133401963822 5.85583914623944 5.70581177499479 5.48139728805243 5.48820080813169
"KCNJ5" 6.8542808769799 6.92620747836181 7.20461999403139 6.83505628261397 7.20206541479658 7.09742376091078 7.18185343509347 6.98688671659392 6.86839179554778 7.00706161327096 6.6901198317242 6.96801746168277
"CD164" 11.4945301130016 11.5162045080026 11.4220716176799 11.281160571115 11.0336081348144 11.1839515825141 11.3967246818902 11.5435774945784 11.386012937268 11.3883686331519 11.6606317288904 11.4300873943358
"MSR1" 4.52091177088377 4.38544249402799 4.53197311502841 4.31111775035058 4.65020916391305 4.49684663941836 4.81722163669926 4.47025125308971 4.66494876791878 4.67188932276476 4.47083933444079 4.82307101013834
"TUB" 4.77927306097632 4.96879135769398 4.93419993890486 4.76861853468948 4.59081465023777 4.81109566762898 4.89395644470994 4.688320346585 4.58669228269031 4.60534065566658 4.82128665597753 4.68634112092506
"IRF7" 6.92934336331622 6.81620693447805 6.93472824125002 7.11798442049482 6.88401937343268 7.10402727335186 7.26852621299679 6.95129267082763 7.09814300947154 6.75212480505276 7.20419208900093 7.04105874445273
"FGR" 8.87999622483478 8.77601545692516 8.76239579995164 9.91059503097816 9.60466665824508 9.7449238452971 9.18075959600752 9.28346418756585 9.16892555989431 9.39588872780513 9.55116669424732 9.30465237824611
"PVRL1" 4.95990738650196 4.96719425167416 5.01062225911989 5.13372455654394 5.13617479812066 5.06863609537738 5.22901699615459 4.97800967604665 5.02966343534119 4.79527502749552 4.98890240010901 4.80532143688831
"CFLAR" 7.315093036345 7.35049141582622 7.44202874347098 7.88419488026226 7.73405980364257 7.88532677478559 7.5698955725853 7.70051275130562 7.72413402323906 7.7084207556023 7.75928967539874 7.65008027747102
"PPARG" 6.52583035590999 6.54655116100229 6.59076925541733 5.76235470635042 6.01755815557796 6.00951318083829 6.24335464915821 6.32770526631275 6.27440531336225 6.33725820266605 6.53716524973562 6.43529567413888
"COL13A1" 6.53864155099178 6.38080782317187 6.54157062429174 6.64614320177944 6.55381812039289 6.52713452721043 6.42606950220144 6.65498778057659 6.79053751403151 6.39596394490432 6.58802003085056 6.65794871317408
"GRIK4" 5.54691608116245 5.62605761518411 5.40297310866047 5.64454195195503 5.58390518500644 5.62204827703108 5.7569020776415 5.60961650178567 5.71602307861058 5.31707659703043 5.43056053715997 5.51510012060956
"KCNA2" 5.34992239989088 5.17632248023137 5.59360095991969 4.90774905101575 5.57519147954518 5.23075220793527 5.49234085170024 5.11535318202703 5.6306810073717 5.50155570973816 5.03166190656887 5.38300754952901
"PDE3B" 8.68853445860944 8.73861903267915 8.67508077904834 7.98452475831387 8.06002672830595 8.03592060769848 8.07547281003269 8.21870745672529 8.29123010762031 8.21193622948838 8.08340899040226 8.14550521709394
"CRHR1" 6.23321088105536 6.18177458771651 6.18557585091 6.10314981956318 6.23895558930732 5.96480330783124 6.18109720137907 6.15102151645085 6.36340218738105 6.24351769833902 6.15542398754753 6.08796234421912
"LILRA6" 7.29161955099616 7.26652849225397 7.2572928506274 7.19853982759472 7.19344274302017 7.30714840187504 7.3151958630618 7.31237213014965 7.32588653995117 7.15022905318907 7.45500988809511 7.33562067380057
"PDIA3" 11.9244135075831 11.9801323202925 11.8575151186715 12.176195132141 11.8750937816291 12.0363292814959 11.8988810384166 12.0333725626602 11.7596335395881 12.0149658305211 12.2536105944472 12.0478534152855
"PTP4A2" 10.3882951041562 10.3743770135862 10.1716321956612 10.2353778513159 9.87144511452661 10.0305504710816 10.0473538846396 10.086939859428 9.80482779723594 9.8378233252914 10.0366506341637 9.53629943817718
"VAT1" 10.3551542382988 10.2192812902816 10.2994578092683 9.6098352206535 9.5522914139785 9.53667107767104 9.63146955925599 9.55598879045713 9.57584799767083 9.60704392404598 9.52668150135668 9.47279543022294
"ACTN1" 10.6570760895635 10.8055990912054 10.5951063013245 10.1005355708315 9.57159734315619 9.90545162696235 10.4722535346056 10.5063695494806 10.2452663338617 10.3865147250512 10.7188319561755 10.3407549395404
"PDIA4" 9.21099765052244 9.26416150340453 9.09525137046189 9.39001094114617 9.26548863112989 9.38076771435269 9.27931312297209 9.35994539264251 9.16866228350781 9.26233575219435 9.52839616695756 9.36551463380608
"CLIC1" 12.4508138371649 12.467621542147 12.4796566205154 12.3039963851893 12.2392568724086 12.2380708312289 12.5047797136303 12.4904570577743 12.4717200466999 12.4439701298833 12.5219492114915 12.4793013679351
"CAPN2" 10.3537440227405 10.2539386288855 10.2909158207922 9.49128828611429 9.38217995780993 9.44486214178616 10.129120760737 10.122564169473 10.0005149218801 10.1801127863993 10.4197867088107 10.2708037433623
"PDLIM1" 11.1309686724033 11.097685161629 10.97739258526 12.0498996770257 11.788104945238 11.9486041909738 11.8871357087309 12.12252911553 11.7775525684752 11.3655891439539 11.6656002143378 11.3665575536493
"CCND1" 5.36823866082471 5.47979477334331 5.39682962419384 5.39864586222847 5.45266738427483 5.54705329840639 5.55272670081963 5.5597717871829 5.50106829980282 5.58441344917233 5.50366061998814 5.4332451054503
"TMED9" 10.8751819046133 10.7292444623042 10.8899100932069 10.7373451138607 10.703872469107 10.7003024142789 10.73266420647 10.8368524591075 10.6455171977294 10.7684918681034 10.9113899230968 10.6842754825585
"KLHDC3" 8.86243467064924 8.77803475092509 8.75017995269667 8.53409998649676 8.30299633397306 8.39396057755598 8.55357122960584 8.58539022479323 8.37073204733547 8.4799272473481 8.64191271635529 8.47815623857869
"ANXA2P2" 7.60414906623715 7.59365931196675 7.56654946287726 7.29981676420145 7.37970682241522 7.33773208950891 7.4774248268202 7.60416942363817 7.59566022352606 7.29932627779596 7.53995731193772 7.38530772772387
"DAP3" 10.7633283714581 10.7002441913963 10.7130156046356 10.7065263341767 10.4393620919294 10.6261605139448 10.4840695724264 10.5503009651139 10.4035232622177 10.4800849448054 10.6273806913688 10.4239029893982
"ESYT1" 9.75065369446695 9.81139458390214 9.74089668550361 9.88465677636965 9.61715433342417 9.74025413696402 9.90290527080149 10.0386548122259 9.91488791448762 9.9199311454637 10.0703046882156 9.89114338556242
"LCP1" 12.4331451419706 12.3700711728402 12.3732605226777 12.6555816764062 12.5603336251513 12.604357243411 12.4317733983741 12.5217797741415 12.5044386979144 12.4146111407638 12.5609965879974 12.3433388370572
"CYFIP1" 9.71833892141448 9.74435682175058 9.60922457823098 9.38674130644905 9.0457229134891 9.25856352041605 9.66169041108527 9.77031297958723 9.57439241758007 9.49662054299374 9.71690315796521 9.51295835819639
"LGALS8" 8.24315751867568 8.4135759160937 8.17204970589307 7.77897873488067 7.45515890829593 7.53372905958471 7.92874000844898 8.27499172825746 7.90923528382352 7.98860209977812 8.43218984875252 7.94707289886179
"SEPHS1" 9.61106572080366 9.59487165933293 9.39437134791743 9.40934536230503 9.10275710105672 9.21512742122319 9.05822985534684 9.13372929213143 8.9809647934659 9.02876982260239 9.29920405753221 9.00169329252277
"UCP2" 10.3836940223406 10.1774076456974 10.2864874475315 10.4624538158836 10.5834138940044 10.4607527733179 9.83830220750869 9.98390613110882 9.96759527499754 10.1702622667069 10.2634971183355 10.0710973180683
"KRT8" 5.469117532944 5.66149208466784 5.61211003842717 5.59946053072468 5.48271896844138 5.61006545645123 5.58974721740479 5.67756269214752 5.28392985179927 5.26556422209334 5.52079627816036 5.56813736970323
"PSMB8" 11.210449069147 11.1073059539429 11.1800907544338 10.8221758966909 10.7174915800852 10.7969272394061 10.8780521891827 10.9212418193442 10.8167098171722 10.8669523716034 11.08382662889 10.8626425170794
"COL18A1" 6.9432994972245 6.99582213088143 6.81180275103575 6.62503939961097 6.35052173779997 6.40288563661923 6.87902736213985 6.76202424173667 6.83005965052359 6.73752652591778 7.14249879456602 6.94812978470093
"CORO1A" 11.7414623561791 11.6705707329157 11.6547102246721 11.9161369298424 11.7971708199822 11.8557324971859 12.1477356383555 12.0354686696468 11.8986146993783 11.795357030857 11.9992069598065 11.7041582927254
"SH3GLB1" 8.52977971189518 8.54134140828439 8.5319952689782 8.49282189917082 8.15719667899476 8.20726907932523 8.33304675852093 8.23226828851547 8.2553788759772 8.25982232373926 8.56945409170199 8.35176758829164
"CTGF" 4.14279560829388 4.1384671327037 4.06804772988876 4.04693106345196 4.20716715886781 4.08647050252103 4.05400889823774 4.03083000330617 4.20716715886781 3.81409831078185 4.15872012716313 4.23233076636346
"CDKN1B" 8.95249096845949 9.10978993832169 8.76099586039866 9.27661740805404 8.8775206710099 9.12186514693884 9.16000125153223 9.11255246577007 8.8958747857709 8.82794731862572 9.21122961409151 8.94314154616308
"TUBA1A" 10.7185413047044 10.6396653808053 10.5446992715371 10.9338937599464 10.5629372850911 10.8098331314938 9.85072754203289 9.7319367302825 9.6987378000124 10.045422685346 10.37840016261 10.20029767682
"TRIP6" 9.33232798717976 9.30811915978738 9.2433231443931 8.80043986666182 8.56630521313942 8.72731962373495 9.434617197921 9.5441785150906 9.47486663018928 9.27065817862621 9.43943846712061 9.33732607637278
"IGLC1" 9.14436470300515 9.0899446715007 9.02692219447478 10.1153422761353 10.0232240090798 10.0458790690752 9.38497380245999 9.40823370353992 9.27778899828847 9.65629736626434 9.87149781217276 9.49036925157815
"COL6A2" 6.05985671179667 5.97502451346507 5.9958024992377 5.82310676860592 5.725627066756 5.7503037578471 5.84668390035007 5.8015696049866 5.84815881433435 5.57251460237826 6.02686328502526 5.97736096618409
"MAN2B1" 9.52647287331512 9.39688087425848 9.4843791345613 9.65982732264257 9.61132786668348 9.5743271996259 9.47075522269927 9.45263305406264 9.37371951739563 9.52367916012759 9.67883980682664 9.49499399340771
"FOS" 7.44312882090891 7.58507304541033 7.42771541498182 6.96029756647284 6.97328283789973 7.2479349511551 7.39997727150782 7.29211450216239 7.37654537690614 7.32885116861026 7.62486271625554 7.23815803131997
"TUBB6" 10.4015878791642 10.4268334094547 10.421577432019 9.70454709227675 9.47847244877921 9.57743566449736 10.2238440048555 10.2687785505308 10.1291547582723 10.3518263920203 10.576619874101 10.2850571546497
"PIM1" 7.70463793718166 7.70848468513575 7.53025820576162 8.62917454781969 8.24913369339921 8.32153414444255 7.91951344566537 7.97811842196384 7.8222345010221 7.99129340978527 8.27681524952042 8.03321494090294
"CXCR4" 10.2569082526589 10.2359793346134 10.2411947251658 10.3806942365323 10.1914888466715 10.3258862228887 9.19950035114904 9.19950035114904 9.28211804499418 9.66368144601578 9.76571680265568 9.7685458989213
"KLF5" 5.31421680546733 5.48588520194918 5.26767351108866 5.22434681042824 5.04114216309042 4.97173203688785 5.17490238347427 5.10438079304016 5.12991396558173 5.60179266997539 5.2496615997981 5.06456601933148
"NUPR1" 5.9261995051794 6.07713864463404 5.80950971851485 5.94147565818601 5.82587702016104 5.86466105533687 6.10863542242332 6.00110242147138 5.8300284764863 5.83622123456041 6.01179105137676 6.02442793801771
"NFKB1" 9.20249521446875 9.08815026601983 9.12419730128433 9.79871009748558 9.7275257113604 9.64556675349915 9.80033502867933 9.87150799760879 9.86772034719963 9.60689642777323 9.88855175899381 9.61821917623053
"TSPAN4" 6.8588476525222 7.00346374492337 6.85183118772646 6.70638721449575 6.36482157249701 6.52183570845967 6.67415125541368 6.84030477212753 6.51228538925144 6.15839795542882 6.90299642709718 6.51031914593684
"SLC39A8" 5.02402332247294 5.20176066631857 5.11729504844776 5.06488075460778 5.03727881290303 5.19956975471332 5.2507916353942 5.07656604588766 5.35188835026048 5.42735170176095 4.92490591231954 4.79568416890552
"MRC2" 7.9751629922109 7.79424229440505 7.9110234066066 7.63294053668989 7.51589758504397 7.5540594618649 7.7644793448577 7.75206212076039 7.77428503178421 7.72964996026223 7.84293873803267 7.53769449946963
"CRYAB" 6.09554316193545 6.0591028326606 6.14029210454868 5.85927042585876 6.38110768273721 6.19806187732331 6.23712084077346 6.16445627989891 6.45141619913727 6.20708411698795 6.0829481167475 6.38348989307368
"SWAP70" 9.62845512336355 9.68351535641424 9.54277248037504 10.696595805586 10.3017109914732 10.4512465029328 9.190013327672 9.34004407253043 9.04560115782912 9.86211149709016 10.2393974106312 9.88179430316653
"BNIP2" 9.15209303808755 9.20887004051132 9.11852703027143 9.15610797053804 8.75309347407361 9.08696098645189 9.04113968002665 9.05869488355332 8.94943715473968 9.05972125990676 9.30690239381199 9.08423065611636
"CASP4" 7.73617762093817 7.48650959520725 7.65046474826559 7.58884823002413 7.36049305346559 7.58566589105888 7.95621348016106 7.99942815488049 7.7835315836515 7.70638509177937 8.05555933508011 7.8054436920863
"RGS16" 7.20420398897025 7.21027051877903 7.20559677837706 7.72209949663677 7.78746093303459 7.77459807571214 8.64456134362561 8.39998121170028 8.60976419401652 7.91378583687021 8.13727320100203 8.00512338565967
"UAP1" 10.048055255499 10.0692260848856 9.87051896402911 10.0430071845643 9.61327043843204 9.86159307857537 9.71249177501055 9.77357999722864 9.57762919909321 9.76306402460551 10.0738611757986 9.80785042901949
"IKBKB" 8.34507923941083 8.31884014207907 8.23433671136094 8.17224752241777 7.82903744968308 7.94489622961783 8.25157491001727 8.40536066376788 8.22267382121672 8.14624796162947 8.59436134936087 8.29046497072115
"PI4K2A" 8.27066666798138 8.08794447214743 8.12115667719972 8.20258291517386 7.94474959242427 8.05782017936306 8.05279759629143 8.10021301390324 7.91103136127391 8.00261175628808 8.21276367692486 8.03580176774691
"TNFRSF14" 6.83506810966176 6.70449317391161 6.64234707495211 7.48037176493707 7.14397801923414 7.36117257458159 7.18713232511162 7.2509012692574 7.08689922423198 6.95419250278895 7.34449447155799 7.10568896060389
"PCBP4" 7.31194566654816 7.10662715363356 7.19875692306259 6.81007436345301 6.94825401663305 6.92366196366288 6.913730805019 7.02784881621615 6.73822316047491 6.69791494113049 6.94166629991929 7.04751809594597
"ECM1" 8.48972024965067 8.41758413348663 8.56804152543177 8.16056287748824 8.0737334476311 8.04912352795197 8.49137219941678 8.38573259867293 8.47130108922991 8.57194793799929 8.37113546872783 8.42873139138568
"MALL" 5.85897961175387 5.79764517399366 5.74419844928147 5.95860207158598 6.09992288241746 5.97539207173291 6.11934825368644 5.89980864542817 6.28074383317598 5.99426913576685 5.98897885752325 6.12753794776266
"IGHM" 12.0838080551278 12.0160572145689 12.0073672475577 12.8593526463861 12.8429035940367 12.8460975873079 11.5800656880412 11.6630620788727 11.5527221397517 12.4142141355555 12.5343877498579 12.49750801165
"CHI3L1" 12.6517885154686 12.6612449979588 12.5535163810045 12.2457601254004 11.866622701456 12.127844524911 12.4699884406078 12.5703032808693 12.4292923364266 12.5589833960213 12.7357400928015 12.5312377970839
"IFI35" 7.53647365362407 7.37587286499026 7.29498094200295 7.34739624002453 7.17167588832566 7.20446700132672 7.86254363939179 7.78411779795518 7.5110681817708 7.51572758960699 7.7889372066269 7.47224108276252
"SMPD1" 6.92447356136919 6.90757568851876 6.95262690747801 6.86727731009408 6.82567645307762 6.73849110299897 7.16880262845832 7.27786299135089 7.13113198447734 6.90857673704781 7.29818919388157 6.94543088703688
"PATZ1" 8.02955662433275 7.9809267324093 7.89671004883486 8.08308427246252 7.71262962836191 7.88563152148024 7.72806389995854 7.70934723649054 7.71600659599079 7.61436658279768 8.09209943763662 7.44214336472432
"TEAD3" 4.74619138205786 5.04930808906287 4.98434718227702 4.62749281503201 4.83381567739119 4.89872830131621 4.79437853387048 4.72822717300568 4.61496595774757 5.04660205294536 4.74084836771443 4.87989489670587
"RBM4B" 8.11195026994413 8.12799244850773 8.1492545287422 7.70866255637102 7.84329979508683 7.87836809194228 7.93581725915637 7.99187882238102 7.9844770065017 7.93996956998743 8.03245598628394 8.07441662287899
"CDR2" 8.86361699281935 8.86178125953034 8.93259736702179 8.87065809005536 8.71176055197615 8.72846701094258 8.59824199972031 8.70505140396415 8.6399613527559 8.621780934048 8.74189528808352 8.48756861717802
"RAB27A" 9.92421005773827 9.94313563140235 9.8841017160249 9.98971787410175 9.70547978301598 9.90159868403028 10.5940660811255 10.7137695740211 10.5168954806119 10.2972644013048 10.4229851505043 10.2629627987451
"HDGFRP3" 8.20034562151525 8.19203845689435 7.95272305044383 6.82436857046664 6.3858642628271 6.67677531676797 6.09976391563752 6.37067811989282 6.17479904753515 5.51502522148332 5.93522454970841 5.5990376551849
"IGF1" 4.67998639865004 4.62642219115498 4.74268544579728 4.63296073997592 4.97078396343651 4.87990520328348 4.65961201168582 4.51610843175854 4.79666431909332 5.1109397193094 4.59750154749746 4.88420264364351
"APOL1" 6.64752357383822 6.36507348207438 6.73997082682318 6.52760026849613 6.51307516443344 6.68059721007824 6.77997619736121 6.56878233715369 6.7580799597978 6.43040345567884 6.52969628378504 6.64096261925603
"HIP1R" 8.23821085562516 8.15360203198575 8.185638744453 8.78246664835069 8.52984961479019 8.53116577516031 7.67332332285572 7.71422658891129 7.72030577784525 8.1310691157036 8.4548860921745 8.10189936841694
"IL10RB" 9.01353032606424 8.88902682203673 8.92297286349822 8.47599043419341 8.09790771429754 8.31374451554178 8.77477285354264 8.91358924681619 8.69009096228409 8.80205770616526 9.09671901568663 8.7259051504881
"GNAI1" 5.1697424006637 5.02419368330371 4.80421052495711 4.55455880512319 4.47719175941816 4.55937381409984 4.82178644594565 5.09912936395182 4.57715349657051 5.36581328046733 5.09092973672676 4.86776961227336
"MBD4" 9.84183772162062 9.9359116792792 9.80837966142259 9.84069507917913 9.46641244934886 9.58608330701227 9.58037769258791 9.70956732056732 9.46348411681013 9.68632001191024 9.82560979728675 9.51035195548872
"CD200" 4.84350843446795 4.63528384754637 4.6590032456484 5.04579480871128 5.02875978938713 5.52418387518412 5.10591337277507 4.92800073675963 5.33416418691714 5.13159692277333 4.9230725528446 4.80678740709802
"APOBEC3C" 7.42831212392686 7.75797802032137 7.58406108058656 7.94369809412431 7.84944047554966 7.87211268674638 8.11426426019007 8.06395126387536 8.20354597271131 7.80868173319229 8.22717058635178 7.93667887961848
"EPHB2" 6.65130489967208 6.81932314765058 6.82415391381884 6.88481247000382 6.84469293572141 6.80524136986438 6.92438716833504 6.75577828502336 6.88170171687806 6.29943654593425 7.02152884806949 6.97419342353976
"BMP7" 6.86003902540862 6.81620693447805 6.72262598416328 7.74375732604123 7.50080194203803 7.61142881363531 6.44993810813901 6.51266835195725 6.60017122994131 7.13546344681336 7.15541814312054 6.93463435796192
"MXRA5" 5.85489916368656 5.82922092865158 6.0253185895231 5.58329725723396 5.81197936965552 6.20869781972438 5.85501823966592 5.94290117091392 6.25470332413183 6.38778438123491 5.67861454769446 6.3590265585384
"CYTIP" 8.04299824858152 8.10894505383099 8.01916010715467 9.60576650793392 9.16108231815302 9.33531928482954 9.0138540066962 9.11845318894176 8.96186656158805 8.83703131104467 9.077246104492 8.73036204602128
"OSBPL3" 7.39395968775598 7.29311871571865 7.21624659212377 7.59479659275583 7.27425252107636 7.43354735687454 7.49332404380602 7.39564145598593 7.52552142327421 7.04630755582926 7.33128007043151 7.23576347071039
"TBC1D22A" 8.78690587485801 8.7304151843263 8.82678078135618 9.22968775851105 9.16005737620621 9.00654242839353 8.90438134525956 8.65052970498025 8.66502257052905 8.91793260943068 8.98006645485161 8.79769843354438
"TGFB1I1" 5.88608117919065 5.55697872764086 6.0740630271073 5.12600498804326 5.31680176126461 5.27427380573021 5.91726190258177 5.66948950812637 5.65014193335331 5.8273446351769 5.86363154479279 6.15269625748075
"TRAC" 7.40413057803656 7.4234003625953 7.40090179026342 8.03523413195648 8.01050363080806 7.93173721510867 8.26351559168203 8.30282763231503 8.20635750755946 7.85813069835422 7.92680456298858 7.82323596537687
"SMAGP" 6.9418762767544 6.71797470859257 6.92819945164074 6.57658969957602 6.76479700744517 6.64228044428207 6.64606472346924 6.56569061455418 6.88794664837926 6.7392372050174 6.37532420633709 6.61663897998221
"FBP1" 8.6769072937577 8.54162763956437 8.70093285386268 7.77093020721195 7.78750765602624 7.86161635921243 8.37913192862319 8.50337644184908 8.52360054872927 8.72004137479938 8.68974981585841 8.56772217370372
"SLC35D1" 8.72029654474923 8.5763325167392 8.59593702809457 8.59698041053561 8.47151902283409 8.59200015056559 8.58035941171524 8.64136655218458 8.60505292203614 8.47205383199405 8.6691534761382 8.6805166887541
"SERPINB9" 4.60910846043874 4.56974124096191 4.80355301644583 4.92023095109728 5.14124957428282 5.0044303740732 4.45512533001953 4.26497290851559 4.49947167088083 4.58200481237142 4.79639695376517 4.71211392552198
"GM2A" 7.6804575119771 7.79216781100739 7.81772175052911 7.97602882725256 8.09396127038906 8.02766951298326 7.79178823772537 7.72486638500941 7.75472693166671 7.79020091428659 7.77668152190796 7.85110724342419
"NCKAP1L" 9.98672716817566 9.98893978138204 9.95724116211777 9.66001264835813 9.48130599395376 9.53411668483286 9.7054949963785 9.814765988318 9.68394265208737 9.84731156102874 10.0487780925518 9.74914133090689
"MYCN" 5.71655234289161 5.87412950404557 5.80152846982081 5.9563312297135 5.95535390152613 5.70581806344766 5.73787392695916 5.63182354163663 5.84387571492999 5.73809614800135 5.71801922659853 5.8135992641246
"MFAP5" 5.06878261306126 5.1085031579706 5.16638948932643 5.0683554971162 5.24104940285708 5.2487666128895 5.28098503333582 5.09271759095823 5.18550279049864 4.96025990470713 5.0201481118592 5.35704831113589
"KHDRBS3" 7.87863412920801 7.89855071182055 7.78700868799305 7.62471786670036 7.31298146054495 7.34295389450125 6.42726657131608 6.48157011003853 5.97544260292506 6.44503844349863 6.94540293649727 6.15268415763351
"ERAP1" 9.15682828651731 9.08067105180514 9.16356394925936 9.78253663252251 9.24765423988549 9.5806095582593 9.54561373164412 9.64722964046372 9.45101956241152 9.42558754723424 9.83419029645967 9.5937770783967
"CASP6" 7.67114913959687 7.72270537419676 7.59692542840151 7.34592149086016 6.83080670810262 7.14226271392639 7.61822029361701 7.79420278520311 7.38948367012661 7.04752514069819 7.45705251216006 6.98979156659788
"CD69" 5.76787433960444 5.94266536675288 5.72277933425724 7.55858768349825 7.24906812728273 7.38627434678001 7.40928791047163 7.38027742586056 7.20978501263757 6.72950391797553 7.16633371669836 6.60548901635237
"DNASE2" 8.59590025369624 8.54492198543331 8.49244082163456 8.30762514445594 8.32278025041313 8.42875032869232 8.49068790881059 8.56878738616377 8.39780463663394 8.45427888209322 8.77936547744269 8.49614487820932
"SOX10" 5.54155148193668 5.52337556446094 5.61386134892622 5.36857753337395 5.82553183478144 5.5143115125121 5.58647350566313 5.42323032028521 5.65966136393907 5.59564163760018 5.36855456705221 5.67140408648546
"BTN3A2" 7.48154901711031 7.46968330056266 7.62972863660146 7.51952568659482 7.47792522743075 7.45469038461177 7.15770371935152 7.19283931487575 7.03229456238312 7.00405440130132 7.09588955435228 6.95159071697814
"LPHN3" 8.39984123983215 8.49014010249975 8.20523048854354 7.79609889814486 7.50202327568665 7.69032356760231 8.08288877283728 8.18024660525092 7.93405434673338 8.09752551452836 8.44597304146534 8.23053607297346
"APBA2" 7.63568427111107 7.46174818578693 7.39530402389599 7.49135291146725 7.06133040548471 7.36902890296648 7.29334777875909 7.38812608059127 7.37779617734364 7.53324826101771 7.58878575672474 7.39596657393928
"SELPLG" 8.86190564306269 8.81067012909262 8.81607644272723 7.98662436244934 7.79185233940843 7.940750394296 8.00058265189929 7.92591607992111 7.87100796109114 8.10596004697021 8.15364346152172 7.98299263995013
"FUT4" 9.79036453538867 9.84939379715912 9.82689685037247 9.20338974796196 8.873130940369 9.03914330206824 9.58325802006342 9.73947533468135 9.62587748816656 9.74594029926823 9.93243952225875 9.67988394029924
"C3AR1" 5.79898338734407 5.68459842459043 5.98142721323981 5.76125275187994 5.88317288264142 5.75779525228211 6.00876744609608 5.71918637486278 6.01882805660691 6.01477040585111 5.49581408625905 5.60684633981006
"CCL18" 5.18137444790535 5.15748622836799 5.08343167702416 5.12015614876652 5.21433139493115 5.37029076325639 5.09821073656738 5.10949942161007 5.31929798371903 5.15312931070353 5.01885094101759 5.33992262450542
"MSC" 6.08356027584256 6.05397783224563 5.90332113214625 6.67562553031944 6.71485894321698 6.50888696491432 7.73860216659249 7.6139709776108 7.64487177066724 6.62305591674281 6.97497982645063 6.85612054983843
"CD300A" 8.14103645811761 7.97813959231578 8.03049275487085 9.20126442616504 8.91989264900808 9.03857970609439 9.19482606099041 9.05005975125902 8.97376108233112 8.60303543349429 8.71213091606545 8.55622972714669
"TADA2A" 7.16436503544432 7.12203269295049 7.14072730514029 7.17977043808751 7.09092081593865 6.93695481192758 7.02103246409284 7.12972022715922 7.15042911401783 7.00800631895965 7.10521641520002 7.10878401769522
"RIPK1" 7.19730616355882 7.21730914168519 7.23872033443265 7.46808150222794 7.33162054212042 7.08647235120261 6.93394653167907 6.91451237186359 6.97866350332461 6.99760554639678 7.22569208933326 7.04145145134498
"VEGFC" 4.5676095486393 4.96319403256163 4.93630029182178 4.62093658526038 4.72576833242199 4.69448885595622 4.70011740349927 4.75011623108325 4.70639930511024 4.4961212766799 4.82865326490614 4.88510890920908
"NCF2" 8.04723779735346 8.00406471704657 7.95561356050383 8.31044713936335 8.07797724325648 8.21204084299566 8.64126620687064 8.75793784622769 8.50269963333007 8.39998140042744 8.72522141381983 8.34182029867955
"FAP" 4.89603193936089 4.97127028764202 5.08525126115433 4.88981239079804 4.96290328959249 4.93403951050056 5.202921943856 5.01363068768939 5.33056518867933 5.05567917416471 5.01730441784891 5.03306824565557
"NPPA" 6.05658305355945 5.98490379583818 6.14483446685285 6.31187103377763 6.29927025978622 6.25033772182879 6.19517380660398 6.2463528716441 6.20422716572823 5.67585765321111 6.16903131112599 6.22905575683784
"NCAM1" 6.96985752264685 7.02441162236161 6.9660783849781 7.14323262099659 7.10901500847862 7.0048243808931 7.10047945457854 7.08708437577075 6.70273357163704 6.781091022731 6.75524310303701 6.96289178725367
"SHMT1" 8.8279031929568 8.64901306235409 8.85615919006417 8.81406149356823 8.70043426907059 8.6776238881511 8.49856452462962 8.4259565175477 8.45990587386317 8.50497398778368 8.58532353533905 8.36253495782761
