"JURKAT" "IM9" "RAJI" "THP1" "Median sample"
"LY96" 6.79723063159415 4.4919276502367 7.80480780331722 4.02002355297137 5.47438381086852
"MKRN3" 5.99332161601802 5.84050495617709 5.77738234179714 5.83009612716445 5.79866528279305
"C2orf27A" 6.31076291576778 6.58769021974076 6.79971894147003 6.71529099448948 6.54392076142486
"RENBP" 6.10729858964089 5.95395866784366 5.82719638453157 7.08398839217717 6.48160857676469
"IL18R1" 4.51145930005882 9.20541005391903 4.79054876107278 4.85420262472061 7.34896861620352
"PTGER2" 3.60421983556978 3.54931130719983 3.56921780710794 3.92754370077612 3.84850013238727
"CHRNA1" 5.10390294229128 4.77601795280888 5.41284440419526 5.05511817387862 5.02399854949923
"NR0B1" 3.68380532936532 3.60802173331059 3.69003425711895 3.80508522966292 3.62613783173934
"GZMK" 7.03659677115354 5.80588410675679 5.7024528786493 5.7962369890134 5.99409607566543
"CD5L" 5.71983679694922 5.44004280091805 5.49946291408539 5.58808786356039 5.48880835396178
"CLEC10A" 5.28476093253694 5.38989416460806 5.2379064200852 5.24893467983557 5.08615156049772
"PTPN6" 9.14362090772098 10.3205941806146 8.2614901270069 9.24604478558266 9.41465552355002
"KAT5" 9.07423048179834 9.01996551430032 8.7468998089451 8.90529214913144 8.83519584984695
"EPB41L3" 3.45952745500673 3.33401475405807 3.13622215114162 3.8710936025236 3.53021714217636
"TMEM257" 4.16617682398118 4.04900747860925 3.99074671545081 4.00362176306222 3.93059096234556
"TFEC" 4.21954251160972 4.0253026626453 7.3624491244247 8.83704313140431 7.84144432755745
"LMO1" 6.23302994134443 5.7254812832322 5.67191989264453 5.76713606768244 5.75092485579511
"HPGDS" 4.94989576124947 4.85641948078463 4.89321350168824 4.93437416056018 4.95006725281075
"C9" 6.13765569934417 3.64391255631928 3.65161853659698 3.61262600053062 3.6681411498461
"CHRNA4" 6.12129363427733 6.58025027389675 6.46661227067036 6.40892242079448 6.2553564094175
"MAFK" 6.12013630342346 6.51037747442935 6.40508760828874 6.10723759127283 6.07285864152525
"DGKI" 3.95864416585472 4.38071633715956 4.15521954405538 4.00211689014547 4.14225650526341
"CTF1" 5.94800650390692 5.71999381739641 5.78821162315092 6.10642639291059 5.97724222775039
"CELF3" 6.67753728260566 6.88431367222091 6.79483944924224 6.77832588389297 6.88139967348878
"TBX19" 6.08225424887386 5.98851629409598 5.85327738217808 6.34280505096436 6.02188224233713
"RNASE3" 6.07499625152805 5.94360362202278 6.07929508637917 8.29829512116122 7.4334903923644
"LILRB5" 4.73570887923248 5.04157622744396 5.27674970764782 5.05973580454946 5.11176907347365
"HRK" 4.91223244000937 5.18277077783679 5.22877583855644 5.08271780661631 4.96132833042853
"STARD8" 5.90245849248594 6.28664018112689 6.17866785682258 6.94410305275555 6.53337171693176
"LILRA3" 5.59649536476951 5.66055635465406 6.03731928472033 5.62800391939642 5.61316492395377
"TNFSF9" 6.70857350613726 9.45403415163235 9.04202824895721 7.62597101566522 8.59441353923002
"TRIM25" 7.53072880774731 7.74060778120917 7.54353030694528 7.76916743264888 7.58847469024565
"IL11" 4.36158187796546 4.44366325612029 4.49937819201735 4.41783229109773 4.46145738883535
"CH25H" 5.0879280636848 5.11812986255735 5.07638300687915 5.18057209651404 5.01158430354725
"DCC" 5.45164244026201 5.43930044231951 5.33863972274604 5.49185326537182 5.50876463138498
"TGFBR1" 6.19563371478799 6.85162188328309 6.73688733714043 6.80560976340161 6.85204927254401
"CXCR6" 4.99541320768346 5.23265588389174 5.20099252427838 5.00726630863433 4.99252466506333
"CCR2" 4.99985042257757 5.21165286699737 5.28029264674825 10.7132967131036 9.4293820255977
"FLT3LG" 6.18130538000835 6.45518852965344 6.44827556273577 5.97846888631427 5.99038521667183
"RIT2" 3.82084019102299 3.45324974319034 3.5749030448509 3.66245632852601 3.59100505913661
"CCR5" 7.63536237714525 7.26090124467093 7.24962661587987 7.61180014494643 7.34808255033274
"CXCR2" 5.22630586684389 5.09735609744329 4.92674876959211 7.75806301508312 6.49073141962834
"MYCNOS" 6.57715275289791 6.04726425239413 6.3793570531018 6.20064741727293 6.29873261569891
"CSRP2" 5.61442417555072 5.73826893527539 4.68774253036639 5.02691523245503 5.05847459597574
"TNFRSF11A" 5.23153503057087 5.35184217106276 5.44432768947276 5.45200801354028 5.38315417148729
"ERN1" 6.50935490808322 6.52805339496718 6.60863510799458 6.54664525093166 6.50153275508122
"NLRP3" 4.88484318294926 4.81070602866462 5.4582263442994 9.01768331182059 7.68072691713615
"CSF1" 6.76829605120012 6.29889876049899 6.46304851473763 6.67049245356978 6.5458481715536
"CSF2RA" 4.16500052557256 4.31484181304387 4.41569845357332 6.04738513645438 5.0768886786483
"P2RX7" 4.62027248131145 4.81265207795707 4.93955191774115 4.94505747602747 4.85487722121445
"OMG" 6.51351937139043 6.16385539485034 6.37628107378429 6.46378586674935 6.56089117655832
"LILRB1" 6.90307220084669 7.77482261890938 8.10314153152042 8.61273336522161 7.94058381045361
"EMR1" 6.34378042437438 6.27610162432444 5.94059504310853 5.99474139447365 6.17869829499766
"TNF" 6.54970806293655 9.32308095959264 7.46937113952947 6.8926093781615 8.14157703980528
"ALPK1" 5.67391795825192 6.10390836782498 6.12488280087569 5.81166937605369 5.78373799347008
"GNG5" 11.8901519554703 12.1903477810101 11.9239590674831 12.1960582744153 12.0958783921692
"ZBTB18" 4.73629021435694 3.67381940864574 4.30628136768025 4.40039242358926 4.34615528508152
"CDH11" 5.86832358992162 5.95910545914723 6.10174391770205 5.9851052340987 5.99361674406365
"CASP7" 7.64487654195297 9.25637912001122 8.42519513224042 7.90126119117772 8.50121081301662
"JAK3" 7.24670282015158 7.4780601532075 7.20189382577836 7.09704003468083 7.24730160883007
"ISLR" 5.54925852382169 5.43708988675403 5.48814472880313 5.51032407504584 5.45909288183259
"ICAM4" 6.5833308481578 4.00288503967475 4.26686591147648 4.16984700194745 4.28185190887001
"CEACAM4" 5.49529716532237 5.47753670995205 5.63373760769572 5.80259758283715 5.60628608317557
"GABRA3" 5.39163048058281 5.60430491085247 5.45963354218451 5.57990192588523 5.42809055353099
"TNFSF8" 6.03138956905395 6.14559912945356 6.05461141260258 6.26661435441325 6.09662009866828
"PTBP3" 8.35014574416939 7.66209556355239 7.24568631169435 7.6311489989957 7.51544120027552
"SIGLEC7" 5.80094418528472 5.66008507168372 5.71730401559754 6.19484554662632 5.9613084557363
"CD300C" 6.64512653222306 6.89789805983344 6.78328811087833 7.23854445431771 6.9303455989648
"CDR1" 4.08610654315 4.44747023080306 4.49266485394208 4.13824346900257 4.21897313446143
"PRRG4" 5.61768545244673 6.28724923566302 5.88105782047753 9.07320208622076 7.9992732228424
"CD226" 4.77843550921084 4.65649790413791 4.95297587195761 4.56267455870205 4.45916598601888
"PZP" 6.9446338565283 6.3564411462536 6.41636483323845 6.63597347080026 6.55297954842841
"TFRC" 12.5288700694167 12.5780433323007 11.431474465334 11.3202698436326 11.9784051301711
"TGFBR2" 5.00661636329238 5.16977751042684 5.29990003687512 5.40152942431621 5.1455043663225
"SH2D2A" 6.71689240810425 5.80434081070783 5.45741595168807 6.26196928381997 6.13381884860931
"HMX1" 6.53641177485389 6.58286132746368 6.83886828455011 6.66704254590204 6.54412290667021
"GALNT10" 7.16235758053201 9.09100551123865 7.24822103372461 6.72240135998397 7.90946347566502
"IBSP" 6.47586977628632 6.63496247312595 6.86764019401152 6.52563414685217 6.47284132338983
"IL15RA" 6.29306175989563 7.88241266345704 7.97232530122148 6.99657949940765 7.42200917213185
"VENTX" 5.49588364322202 5.56997421180573 5.63711470723405 5.67749197564418 5.53612305350678
"PTGES" 6.33622641245951 6.54242244609489 6.62250166956205 6.51010091849085 6.53528762554618
"RAC2" 9.51194324257551 10.1590404387299 10.3763095933282 10.5561961302459 10.1625043523998
"TNFSF4" 6.38895008427839 6.55200184619818 5.68658537160706 6.00204479355458 6.16774493057332
"DEGS1" 8.25702680476033 9.55818378873161 9.24060441632708 10.351582388649 9.89968738000833
"IL10" 4.89498720054554 4.36705015743093 5.38859859333621 4.44761141996902 4.72966795041737
"CSF3" 7.38852804787991 7.4243168726707 7.50583947268841 7.39626973900965 7.41084244957459
"TLR6" 5.95701330731105 7.80422418604569 6.21062833930811 6.14533181803167 6.7973601345637
"DNAJB5" 6.09307480650765 5.87260888521778 6.02867459091557 5.59989508923276 5.67227212042318
"GZMM" 5.3235070835839 4.78644910333285 4.98205719090109 4.85582929941204 4.83025684956772
"BTN3A1" 6.78337350449317 6.74422433178497 6.68664340415303 6.06364144354914 6.55129699133318
"UNC45A" 7.94413227912 8.15714103062072 8.12637445428851 7.99164262865995 8.00418156296313
"CASP5" 4.86990629956377 4.95190558834187 4.81283371137225 5.11265692326543 5.07436342083323
"FGF12" 4.57047948080781 4.80935776734005 4.64113246324958 4.6076740877498 4.61093909004106
"PRKG2" 6.56782894588046 6.28202265315416 6.4851612739624 6.47124992848528 6.44710445958695
"LAIR2" 6.08844972187821 6.34344260824474 6.31832080297348 6.50969411160866 6.63859096021206
"BDKRB1" 5.81516088839261 5.94639464109666 5.9930977599678 6.12495725245252 5.91393172966491
"ATP2A3" 8.53385470877022 7.37313648783089 8.33851806704758 6.91430406861576 7.6845385824266
"NFKB2" 6.78733372278999 9.39211790161573 9.26450127583333 6.82851321151826 8.51141831461439
"SYK" 9.06862061628532 5.71837569388118 10.2734506355271 10.0844473794801 9.46381114479741
"MR1" 6.43844100303517 6.83708648238069 6.64762383721838 7.86575891122856 7.13410837398111
"THEMIS2" 5.45069515484825 5.7776035398589 8.83889548331272 7.66413125980018 7.32803074271892
"GADD45B" 6.03175066107582 9.15249294100194 9.16284167667417 7.3163249963984 8.2200501525454
"CRYGA" 5.44535696452866 5.6358318055371 5.48151752735804 5.61498682827593 5.39267508505184
"SLC4A7" 3.97837038427204 4.51966799544448 4.78974419168379 4.04400600403537 4.30901906686324
"ASCL2" 2.98026637902733 3.03519879102165 3.15522591011883 2.99558514040699 2.97982267509386
"EMR2" 6.05108251183467 8.68404071824839 5.32378945303264 5.80961378476184 6.75593768460311
"TANK" 8.48407119715472 10.1638999497671 10.2576549157633 9.47342925298392 9.70584019849016
"PDCD1" 6.38824880745534 6.57979352787076 6.63498670810734 6.44619407398861 6.3753502997984
"TNFRSF1A" 9.00806045848138 7.1115208632923 6.53812705733156 9.13315558563137 8.26849629473803
"CMKLR1" 4.79099913032025 5.79022376477677 4.89183416041335 4.94798123396329 5.06315279780298
"BLNK" 4.53197947396889 10.0115139492155 9.96183883192895 5.88589091171617 8.89606829102032
"PDIA6" 10.8628652724936 11.8817122693272 11.9293237024069 12.252225283317 12.044633722251
"FCAR" 3.63520976372195 3.60184852001214 3.45592407668323 3.59430412084904 3.72337520356731
"CXCR3" 6.08546426341809 6.47331955162097 6.09300958612901 6.12502214013373 6.15591547738869
"ENTPD1" 5.27133841427855 10.7728621537789 4.91046758511399 6.46119417842462 8.84849921708161
"LILRB2" 6.09358912787221 6.58867879451301 6.74692400519606 6.58140217010678 6.45020171404786
"SERPINH1" 8.01270235083111 8.38266658004626 6.40627181667694 9.56592769467843 8.78421334559454
"KLRC3" 3.70907790913578 3.80423320724646 3.85112055816101 3.8175214542515 3.73715695961658
"RASSF8" 5.77474309870932 5.62996250644747 5.82915054318415 5.76100509754598 5.78168993500547
"HIPK3" 6.55471843870042 6.60972537352232 6.17128164558555 7.87087697559559 6.91043955445781
"SP140" 5.07500217765812 7.86961080590163 6.97743694277418 5.5058406304473 6.78712554357482
"ZNF711" 7.12735597239254 5.86187426262244 6.37628107378429 5.47006131779187 5.73126246045252
"RBPJ" 8.96637699573615 9.48343880176663 9.56510048867293 9.99230857637601 9.74315325480983
"LRRC1" 5.57330483171625 5.31420994672358 5.24025568057085 5.39901710035542 5.25810514907447
"PROS1" 6.40693955146626 5.42090941534064 5.02822116305523 8.93971785732784 7.64676327892536
"PF4V1" 3.05262781255448 3.15816557838834 3.00468280040635 3.11699925654208 3.02186795346632
"FGFR1" 4.79245820725949 4.38541588759403 4.43729296203751 4.48399925654882 4.41098843907792
"AIF1" 6.67447746612322 6.02572074228583 5.94222886661174 6.56035788865065 6.25244159112841
"CXCL3" 4.60101129606413 4.74560229500831 4.75296156074455 4.62864947088468 4.5848408408055
"CXCL5" 3.26633082506754 3.31310321841968 3.34978881396312 3.24790443797497 3.20176291526477
"LILRA2" 5.14361360843475 5.41531088246313 5.60984011786109 8.61141691619032 7.60862453442784
"UPK2" 5.93840604194801 5.81133585998996 5.91394325641815 6.09840528218954 5.89946281410653
"ADPRH" 6.1086393423856 7.01741741308332 6.245647985326 6.70563188179416 6.68027956743158
"LILRA1" 4.82319853084293 5.05347287041882 5.10753103050747 4.87185180685367 4.81381258630718
"CCL17" 6.02998540747247 6.43732251294289 7.04092483530676 6.18532259403457 6.7311743156484
"LNPEP" 6.69024746674308 8.37541594619972 7.5300459650622 6.81009510971878 7.4349606359676
"GLRA3" 3.10701371695329 3.05826520467244 3.10447834325766 3.03866788087538 2.99562434669618
"DPT" 5.39163048058281 5.76269747639608 5.83714744798936 5.60951754230413 5.52309303953128
"NR4A3" 5.80202056559335 5.79786352443439 5.98646492219955 5.97217749681739 5.84677043085749
"MPP2" 7.49102947866694 6.38876665482957 6.63926987512271 6.7752017558067 6.85607947665164
"ARPC2" 11.4462268512298 11.9375198231104 12.2373989305811 12.2550487219645 12.1199561483029
"AMPD3" 8.08504717629908 7.38562096463374 7.81692387595972 7.58711820055824 7.51158123268645
"ARHGEF16" 6.79337185228756 6.67483184160342 6.81019784010974 7.25913026272622 6.95856828417087
"SP110" 8.37024656432495 9.23365203597828 7.97141712173762 8.01195715570512 8.36455563274088
"HCK" 5.27054636527989 9.24989580452019 5.68688841314166 8.28891149002452 8.29602454844303
"OPN1SW" 4.77817084331601 4.6959057611244 4.86663545145764 4.90971685785281 4.78454568799032
"LAIR1" 6.77443839000651 7.18908696477204 7.08063321020655 9.22072178345626 8.37289691193088
"CCL7" 5.58528496189104 5.67432085387533 5.72719124819753 5.55617074160264 5.54108069600155
"ZBP1" 5.89114914440889 5.84290427805289 5.85691428380065 5.78693120779026 5.6334777348275
"AIRE" 6.49905407007219 6.40082944465221 6.46899427313935 6.29333343406308 6.36157829145282
"NDEL1" 8.81367916538382 8.29390052572206 8.20835299975766 7.25646220099271 7.90975727042423
"MAN1A1" 7.01810774834536 6.20167318454905 6.50700541497732 6.24210989821997 6.51255292513133
"TBXAS1" 5.74788754280535 5.55787524705515 5.56269498839996 6.32185786377842 5.95453250225328
"CPVL" 8.3569718578661 4.89718637501391 4.58415258734637 8.27223035295535 7.3412496140708
"ABCC3" 4.82029855374775 4.59577352099188 4.52460948016004 5.03678404857754 4.70957101332966
"CHIT1" 4.80171707661642 4.8996856279837 5.11224412361717 5.04362318409206 5.02981541186826
"MYO7A" 6.90234396731617 6.66800368214155 6.63844358036942 7.0607709078623 6.83193808967856
"IL1A" 4.96296117917433 5.3756910755615 5.07500217765812 5.08470297271521 5.12726691682957
"SIGLEC8" 5.31044129790015 5.5220550696776 5.65038866782109 5.38846194323838 5.43914362079807
"TNFAIP8" 10.1152303503625 10.7287412031078 8.80329128666709 9.44474401417316 9.84436422587592
"ST3GAL1" 7.16198674171689 7.26222485026773 6.88774077278541 7.36827635709132 6.93326751641713
"MEF2A" 6.54597901075979 6.16549478780265 7.56473123406162 6.16449325469403 6.27928933039153
"TRPA1" 5.00242929907824 4.82688833178789 4.941227613787 4.84108940379348 4.96840675352226
"UGT8" 5.18946135792924 7.03676705218858 7.58627261325958 6.80438908687951 6.88128321028841
"PCDH11X" 5.04036391338513 4.8618670302869 4.76194506956973 4.91958469629905 4.82488461358331
"RCAN1" 9.00078236979112 8.96178057148466 6.6635626764972 8.24474693579729 8.22257518200218
"P2RY6" 6.60135407236308 6.69153993434181 6.55721719462244 8.86771306725466 7.81679673739944
"CAPZA1" 11.3467119291775 11.7251822379007 11.6242453947542 11.9880091765594 11.8393051827729
"MMP24" 5.61204260037438 5.70289381605736 5.77024607054933 5.79898621990331 5.71241938554988
"KCNJ5" 6.97547160016891 6.96415390090712 7.03795767223258 7.05223245939813 6.86133633626384
"CD164" 11.0512041623715 11.4641314615058 10.5079506130769 11.6411646213054 11.3913688095791
"MSR1" 4.39378037595562 4.33651901499303 4.32665954427733 4.6361787718068 4.59293026940128
"TUB" 5.02973290848089 4.54925727857407 4.58543200110902 4.578140893672 4.7739457978329
"IRF7" 6.69722596419669 7.38066867571176 7.11940669448377 7.14343241215367 7.10806371498318
"FGR" 6.12212276875171 9.77665483885023 10.9643649467814 7.53755070328926 9.17484257795092
"PVRL1" 4.84169434492396 5.01420573372574 5.24720034363071 5.05756874061654 5.08169399594257
"CFLAR" 6.85943925637568 8.03049275487085 7.6787888665652 7.60593437208768 7.64701479791218
"PPARG" 5.25023419654004 5.49172815517192 5.296436481213 7.32434447344064 6.25887998126023
"COL13A1" 6.50156943896871 6.6134167376879 6.63981482401206 6.62820436927301 6.59239237638561
"GRIK4" 5.60692166920828 5.6906785388293 5.59002921785806 5.6937844937387 5.6802825152828
"KCNA2" 5.71720268168711 5.20472009156961 5.38801820650996 5.52195638213542 5.42113162579556
"PDE3B" 9.20990759702587 7.39033284661988 6.97861467686031 8.83094246752929 8.1833514588265
"CRHR1" 6.1027038317478 6.28313042966796 6.37343040700079 6.13194978836359 6.20715404121722
"LILRA6" 6.33230023974469 6.98492630831004 7.04259222107081 7.59494940644324 7.30340770702898
"PDIA3" 10.5910807337151 11.7012650757983 12.0414620245661 11.940703024752 11.9116472729999
"PTP4A2" 10.9685629061993 10.8284375775208 10.3230508700632 9.5605798717477 10.1413658679778
"VAT1" 11.130118574787 8.84897623330627 8.37175122449973 10.1798695118845 9.62065238995475
"ACTN1" 9.97200873296384 9.19293348595926 4.06303831662542 11.2184554363734 10.3587599342336
"PDIA4" 8.68959201355073 9.39014821664735 9.78048814969343 9.00080949840781 9.24515538674726
"CLIC1" 11.6429818950203 12.2426738607847 11.9679132469686 12.8382820200421 12.4612669419324
"CAPN2" 5.85463287729457 5.5331994203297 5.35296225997301 11.281300496521 10.0648178413085
"PDLIM1" 10.8247370797759 12.7391085977056 6.45210161437694 10.1226992874795 11.832344138603
"CCND1" 5.22536478763033 5.41358765887348 5.42293331849079 5.75031796247991 5.44985708101565
"TMED9" 9.88397966103358 10.5224028173805 10.5405016076808 11.0408978558895 10.7350046601653
"KLHDC3" 8.60368701688129 8.30188673902649 8.27714860938593 9.140949558209 8.5438356080513
"ANXA2P2" 7.86466988811026 7.5464137434536 6.99947245541157 7.59943375524094 7.53654252517313
"DAP3" 10.9474536405242 10.4983658176262 10.6237917678183 10.5679859376448 10.5952979533016
"ESYT1" 8.72099039313215 9.99623554647828 9.34836134616454 10.2158845729669 9.89378102358557
"LCP1" 12.5844396609994 12.7494997449169 12.5174541647235 12.0267624380237 12.4687919199425
"CYFIP1" 9.44341153743112 9.54148777273074 4.94008700869114 10.1457892868615 9.61804141433267
"LGALS8" 7.8203962163786 6.9706182276854 3.84530870670079 8.99541306297224 7.91898764613625
"SEPHS1" 10.2906270829655 9.11279093492758 9.44068704619052 9.16932336304492 9.23378760882593
"UCP2" 9.32126710593234 9.5606144956887 11.7610358274561 10.099688561924 10.1756446486691
"KRT8" 5.59909698933232 5.64302424535531 5.5852768390812 5.49040363252219 5.52943237517439
"PSMB8" 11.0138438572267 10.5314577959017 10.4648439127169 11.3458138784806 10.8501140429368
"COL18A1" 6.09817656147158 6.09080538109905 6.18008088755618 7.64407692477377 6.85454350633172
"CORO1A" 11.7096341139527 12.4387207516301 11.82671530261 11.5133754514133 11.9073758146104
"SH3GLB1" 8.45165957497386 7.97902625873173 8.49107683653747 8.88896811741726 8.41293432884587
"CTGF" 4.21384525670813 4.22361004065364 4.1759393929962 4.37025112667749 4.09840225326581
"CDKN1B" 9.04515183780244 9.5710765972671 8.73300263891456 8.83509451103122 9.05624610999586
"TUBA1A" 11.3103600969723 9.86905724474122 11.7359954656309 8.01825124717392 10.2846344233686
"TRIP6" 8.42158032758078 9.49176152574036 5.9917715931741 9.97766909946053 9.38347259255038
"IGLC1" 6.42683245014489 9.64165011175599 11.1957114690471 6.65014019204163 9.33138140037423
"COL6A2" 5.79664106899532 5.61930628629794 5.78546511267068 6.44248470200564 5.84742135734221
"MAN2B1" 8.18409771471304 9.17804796303027 9.92292032348295 9.78329750971524 9.49861404800719
"FOS" 5.59858688069188 5.81055306564451 6.16636921030635 8.36950799953533 7.38826132420698
"TUBB6" 5.02371704322779 4.54711202536029 7.38690416125298 11.333757685246 10.1764993815639
"PIM1" 6.83337650613191 8.52225365173241 9.26809038997092 7.22509653304384 7.87087397334373
"CXCR4" 11.1188697080304 7.53528724205771 11.1114990588737 9.33011296270894 9.76951314882654
"KLF5" 5.62829330285835 5.24695388199011 5.02500910386963 5.35518033553384 5.19962459695125
"NUPR1" 5.64214820898518 5.98810856860438 5.99115668617052 6.42229061193022 5.93383758168271
"NFKB1" 8.8990364729437 10.6564887184855 9.73117164008621 8.64728211399001 9.79952256308245
"TSPAN4" 7.35684722188595 6.83854828294277 6.27069156274726 6.81295474883815 6.69026923495472
"SLC39A8" 5.73533374944635 5.74482779954727 5.31435434891019 5.09502142956107 5.15783619500099
"MRC2" 7.23393640753537 7.54888000926309 7.45084766687034 8.26263968609098 7.76938218832096
"CRYAB" 5.97340155432802 6.12536179493306 6.15119192657602 6.23277339040323 6.16633200135445
"SWAP70" 6.57166932927499 7.59553567578434 11.3276019790294 8.35877810970145 9.40923422551777
"BNIP2" 8.63075173749435 8.71082901358352 9.07716553409821 9.38232731984268 9.0966163590571
"CASP4" 5.97709636024056 8.26487970433714 6.63270462562337 8.26440442753614 7.75985460229484
"RGS16" 6.03990465776911 9.48736445645849 7.99204111642349 6.95872452599257 8.16593184532664
"UAP1" 9.93436927168041 9.59702148278889 10.2187737123448 9.78634232177025 9.87774947978743
"IKBKB" 7.90776515699688 8.28645355630779 7.57119807488112 8.69462043197733 8.237124365617
"PI4K2A" 8.69105082769268 8.38132569624615 8.27368893743567 7.88741663666244 8.12769025573265
"TNFRSF14" 5.99663366956196 8.01613279357996 7.86740232277195 6.39833649985465 7.1370157746718
"PCBP4" 7.50060104319489 6.77341492290715 7.08868567635148 7.21384453974015 6.86190258423601
"ECM1" 7.53229891525203 7.32536014814862 7.57576992159759 9.47646438528983 8.48051066944029
"MALL" 6.03078784427734 6.05313792922625 5.99952506132807 6.02493403021618 6.03897516263621
"IGHM" 5.579827459053 9.85845645129206 13.4647610290045 7.8898225228462 11.8319368715845
"CHI3L1" 4.0406190830938 4.17856941917048 4.0458609242516 13.0030103969921 12.4496403885172
"IFI35" 5.43686428079114 7.80807495821993 6.58574421955502 8.30077891489447 7.52377091769744
"SMPD1" 6.52002558873513 7.33400430438961 6.30652843091266 7.1649177706614 7.02780277292327
"PATZ1" 7.82762118335934 7.54317493118756 8.15545102516989 8.00815860627381 7.87881026214565
"TEAD3" 5.32765152873013 4.64620543048806 4.65809480881235 5.0355681597326 4.68684209854493
"RBM4B" 8.46197692673835 7.83493780275131 7.92106423671792 8.20726582594849 7.96014713282903
"CDR2" 9.71458398685515 9.04706304770936 8.94098475593495 8.06577321636533 8.75178917278762
"RAB27A" 8.27123444658018 11.1977224590622 6.19926081721642 10.4358479764602 10.2533066773568
"HDGFRP3" 9.59917712472789 7.54813313231405 3.77660652733548 4.10363710775186 6.4995838090009
"IGF1" 4.72055724396553 4.85202114797124 4.52512270142762 4.67787758460113 4.66979920516793
"APOL1" 6.32342166920262 6.7300212308895 6.36672387546682 6.82227984580365 6.70280176681801
"HIP1R" 8.44954503391645 7.28016882476497 9.61993294276628 7.24605194083318 7.9792583167352
"IL10RB" 7.4445088502654 7.43109429965595 5.64913299451175 9.73079188643604 8.73243190791337
"GNAI1" 4.00287938882908 4.04423248494605 3.99837207249605 6.00021630577784 4.69946997125808
"MBD4" 9.7532010583288 9.6012033235975 9.67033345164352 10.0666438207781 9.71053638588352
"CD200" 4.73245027481085 6.4153596614034 4.59993975909712 4.60599658234334 5.07585409074317
"APOBEC3C" 6.7957297576745 8.46592311473467 7.62820659274596 7.86991295047624 8.02898117715719
"EPHB2" 6.81311241370966 6.73884539672905 6.72389889927577 6.81425414124094 6.88325709344094
"BMP7" 5.91713128059668 5.86992430770864 8.93668550185053 5.79091005942743 6.73010512767496
"MXRA5" 6.17453741253457 5.83949357991195 5.65484187974805 6.08002869385293 5.85495870167624
"CYTIP" 4.85116760523057 10.0582235640075 9.78519607497284 5.40241679563755 8.98786028414212
"OSBPL3" 8.00888787532057 8.22094125024645 7.84078186642856 5.60481093781206 7.50942273354011
"TBC1D22A" 8.54797891744273 8.74079438871089 9.84347343169093 8.37475279606014 8.84564361005878
"TGFB1I1" 4.84407550350963 4.90403363573533 4.89866341001586 6.63305308695863 5.76811155627198
"TRAC" 7.59784928956483 9.35832984807302 7.28057262504909 7.07511599868105 8.12079581975797
"SMAGP" 7.92754224936737 7.2071138243207 6.0976136720079 6.466464287793 6.76700568592425
"FBP1" 6.23608505161317 5.14607278487326 5.27293855814021 9.64741438789926 8.45136623867623
"SLC35D1" 8.4963225689857 8.58982442558967 8.70393965966678 8.80238190998988 8.60101666628588
"SERPINB9" 4.42428511044851 4.6036059251309 6.03596884245655 4.34686590085121 4.55429006565979
"GM2A" 7.33824267154935 7.60486457265419 8.30711870133715 7.87806988342113 7.77325758469604
"NCKAP1L" 8.74023559743644 8.79376477820659 9.05827178507761 10.4962911676751 9.69471882423294
"MYCN" 6.03828294448048 6.07997579002126 6.0176054340512 5.74377671511157 5.79087482094458
"MFAP5" 5.20679655350686 5.06624874062047 5.03927758395843 5.24200454709414 5.12714270177995
"KHDRBS3" 9.16524580529046 6.43576585216757 8.27447055391204 5.93695961766998 7.02599221900822
"ERAP1" 7.89210295230257 10.078802862892 9.86498084006359 9.02421583960907 9.49831664702782
"CASP6" 8.23850927181915 8.15513451252588 6.50450610108892 6.81224644648643 7.50385198187181
"CD69" 3.83555220361983 8.71069279809492 6.03924556379971 3.82578095782432 7.3095364615546
"DNASE2" 7.94310764740145 8.31241950125059 8.38380796940038 8.77356933638833 8.44424627272226
"SOX10" 5.87124289466133 5.38050196193863 5.38725261320794 5.63348626121945 5.5640124937999
"BTN3A2" 8.26698722095499 7.90194058847539 7.30602923049718 6.5619903815991 7.31962636823092
"LPHN3" 5.43365257685809 5.84428341074736 5.32811030477675 9.43126922955221 8.00847155978533
"APBA2" 7.63607063476753 7.23862235289517 7.36697411818559 7.90776590735418 7.43457454440544
"SELPLG" 9.46018567831462 6.98673694516769 6.39491534051499 8.7615902327248 7.99360350717432
"FUT4" 8.0935750265892 6.72137758995732 4.94627092089243 10.7519719485587 9.60456775411499
"C3AR1" 5.77816605694093 5.793020109273 6.13523211257847 5.94271536347321 5.90387541672007
"CCL18" 5.22798384807241 5.07012292289689 5.30910270850685 5.08298887693823 5.15076529833594
"MSC" 5.22096020177778 8.88681987222548 5.74749191965514 6.30144863333939 7.16024865049334
"CD300A" 6.7549349312851 10.0480606678562 6.48091073815951 7.97133650215777 9.08429357166077
"TADA2A" 7.46091448110539 7.22176907418989 7.07398655040657 7.17977043808751 7.15739707473107
"RIPK1" 7.49957315675842 6.93715310997835 7.36405676916345 6.96553634670838 7.08798483344171
"VEGFC" 4.8330925223048 4.4961212766799 4.70050431759384 4.79794353593189 4.66052699437983
"NCF2" 5.4362460709136 9.25270102602067 6.569510109584 8.54251820494129 8.40657338634671
"FAP" 5.09269540093116 5.03777717373592 5.15177720500408 5.15569683265858 5.04947694160844
"NPPA" 6.12287729089446 6.1751016258478 6.24096934056194 6.32566113669588 6.1997004861661
